name,pageid,ns,title,contentmodel,pagelanguage,pagelanguagehtmlcode,pagelanguagedir,touched,lastrevid,length,talkid,fullurl,editurl,canonicalurl,watchers,missing,redirect,new,revision_id,article_quality,url,country,Geography,Population
Kamel Jendoubi,61438003.0,0.0,Kamel Jendoubi,wikitext,en,en,ltr,2024-10-05T14:40:20Z,1246278868,7823.0,61689315.0,https://en.wikipedia.org/wiki/Kamel_Jendoubi,https://en.wikipedia.org/w/index.php?title=Kamel_Jendoubi&action=edit,https://en.wikipedia.org/wiki/Kamel_Jendoubi,,,,,1246278868,C,https://en.wikipedia.org/wiki/Kamel_Jendoubi,Tunisia,Tunisia,11.9
Kamel Mahadin,38503226.0,0.0,Kamel Mahadin,wikitext,en,en,ltr,2024-10-05T14:34:26Z,1244988990,8479.0,38510803.0,https://en.wikipedia.org/wiki/Kamel_Mahadin,https://en.wikipedia.org/w/index.php?title=Kamel_Mahadin&action=edit,https://en.wikipedia.org/wiki/Kamel_Mahadin,,,,,1244988990,C,https://en.wikipedia.org/wiki/Kamel_Mahadin,Jordan,Jordan,11.4
Kamel Rezig,71976718.0,0.0,Kamel Rezig,wikitext,en,en,ltr,2024-10-05T14:43:05Z,1215901775,2763.0,71978313.0,https://en.wikipedia.org/wiki/Kamel_Rezig,https://en.wikipedia.org/w/index.php?title=Kamel_Rezig&action=edit,https://en.wikipedia.org/wiki/Kamel_Rezig,,,,,1215901775,Stub,https://en.wikipedia.org/wiki/Kamel_Rezig,Algeria,Algeria,46.8
Kamil Chadirji,62833510.0,0.0,Kamil Chadirji,wikitext,en,en,ltr,2024-10-11T00:29:11Z,1219540809,17475.0,62841909.0,https://en.wikipedia.org/wiki/Kamil_Chadirji,https://en.wikipedia.org/w/index.php?title=Kamil_Chadirji&action=edit,https://en.wikipedia.org/wiki/Kamil_Chadirji,,,,,1219540809,C,https://en.wikipedia.org/wiki/Kamil_Chadirji,Iraq,Iraq,45.5
Kamil Pasha al-Qudsi,69572352.0,0.0,Kamil Pasha al-Qudsi,wikitext,en,en,ltr,2024-10-11T00:30:06Z,1179052230,1673.0,70114063.0,https://en.wikipedia.org/wiki/Kamil_Pasha_al-Qudsi,https://en.wikipedia.org/w/index.php?title=Kamil_Pasha_al-Qudsi&action=edit,https://en.wikipedia.org/wiki/Kamil_Pasha_al-Qudsi,,,,,1179052230,Stub,https://en.wikipedia.org/wiki/Kamil_Pasha_al-Qudsi,Syria,Syria,23.2
Kamougue Assoum,75792719.0,0.0,Kamougue Assoum,wikitext,en,en,ltr,2024-10-11T23:43:25Z,1195939436,3054.0,75794793.0,https://en.wikipedia.org/wiki/Kamougue_Assoum,https://en.wikipedia.org/w/index.php?title=Kamougue_Assoum&action=edit,https://en.wikipedia.org/wiki/Kamougue_Assoum,,,,,1195939436,Stub,https://en.wikipedia.org/wiki/Kamougue_Assoum,Chad,Chad,18.3
Kamruddin Ahmed,56302174.0,0.0,Kamruddin Ahmed,wikitext,en,en,ltr,2024-09-01T11:17:20Z,1230198799,3467.0,56302211.0,https://en.wikipedia.org/wiki/Kamruddin_Ahmed,https://en.wikipedia.org/w/index.php?title=Kamruddin_Ahmed&action=edit,https://en.wikipedia.org/wiki/Kamruddin_Ahmed,,,,,1230198799,Start,https://en.wikipedia.org/wiki/Kamruddin_Ahmed,Pakistan,Pakistan,240.5
Kanat Sadykov,52107383.0,0.0,Kanat Sadykov,wikitext,en,en,ltr,2024-10-11T23:43:25Z,1183177586,1354.0,52107388.0,https://en.wikipedia.org/wiki/Kanat_Sadykov,https://en.wikipedia.org/w/index.php?title=Kanat_Sadykov&action=edit,https://en.wikipedia.org/wiki/Kanat_Sadykov,,,,,1183177586,Stub,https://en.wikipedia.org/wiki/Kanat_Sadykov,Kyrgyzstan,Kyrgyzstan,6.8
Kande Balarabe,49795380.0,0.0,Kande Balarabe,wikitext,en,en,ltr,2024-09-30T17:29:16Z,1233724373,2537.0,49899613.0,https://en.wikipedia.org/wiki/Kande_Balarabe,https://en.wikipedia.org/w/index.php?title=Kande_Balarabe&action=edit,https://en.wikipedia.org/wiki/Kande_Balarabe,,,,,1233724373,Stub,https://en.wikipedia.org/wiki/Kande_Balarabe,Nigeria,Nigeria,223.8
Kane Hamidou Baba,69639209.0,0.0,Kane Hamidou Baba,wikitext,en,en,ltr,2024-10-11T00:30:07Z,1231791635,2490.0,69639220.0,https://en.wikipedia.org/wiki/Kane_Hamidou_Baba,https://en.wikipedia.org/w/index.php?title=Kane_Hamidou_Baba&action=edit,https://en.wikipedia.org/wiki/Kane_Hamidou_Baba,,,,,1231791635,Stub,https://en.wikipedia.org/wiki/Kane_Hamidou_Baba,Mauritania,Mauritania,4.9
Kang Sung-hee (politician),76243068.0,0.0,Kang Sung-hee (politician),wikitext,en,en,ltr,2024-10-11T00:30:55Z,1212134475,4933.0,76243073.0,https://en.wikipedia.org/wiki/Kang_Sung-hee_(politician),https://en.wikipedia.org/w/index.php?title=Kang_Sung-hee_(politician)&action=edit,https://en.wikipedia.org/wiki/Kang_Sung-hee_(politician),,,,,1212134475,Start,https://en.wikipedia.org/wiki/Kang_Sung-hee_(politician),"Korea, South",,
Kang Yong-suk,33502518.0,0.0,Kang Yong-suk,wikitext,en,en,ltr,2024-10-11T00:24:30Z,1211216893,7106.0,35889463.0,https://en.wikipedia.org/wiki/Kang_Yong-suk,https://en.wikipedia.org/w/index.php?title=Kang_Yong-suk&action=edit,https://en.wikipedia.org/wiki/Kang_Yong-suk,,,,,1211216893,C,https://en.wikipedia.org/wiki/Kang_Yong-suk,"Korea, South",,
Kanybek Isakov,65844683.0,0.0,Kanybek Isakov,wikitext,en,en,ltr,2024-10-11T00:29:38Z,1180502535,4117.0,65845508.0,https://en.wikipedia.org/wiki/Kanybek_Isakov,https://en.wikipedia.org/w/index.php?title=Kanybek_Isakov&action=edit,https://en.wikipedia.org/wiki/Kanybek_Isakov,,,,,1180502535,Start,https://en.wikipedia.org/wiki/Kanybek_Isakov,Kyrgyzstan,Kyrgyzstan,6.8
Kaoutar Krikou,71943076.0,0.0,Kaoutar Krikou,wikitext,en,en,ltr,2024-10-11T00:30:24Z,1213795388,1903.0,71997007.0,https://en.wikipedia.org/wiki/Kaoutar_Krikou,https://en.wikipedia.org/w/index.php?title=Kaoutar_Krikou&action=edit,https://en.wikipedia.org/wiki/Kaoutar_Krikou,,,,,1213795388,Stub,https://en.wikipedia.org/wiki/Kaoutar_Krikou,Algeria,Algeria,46.8
Karamba Diaby,40610529.0,0.0,Karamba Diaby,wikitext,en,en,ltr,2024-10-11T23:23:03Z,1248936838,12466.0,41059824.0,https://en.wikipedia.org/wiki/Karamba_Diaby,https://en.wikipedia.org/w/index.php?title=Karamba_Diaby&action=edit,https://en.wikipedia.org/wiki/Karamba_Diaby,,,,,1248936838,C,https://en.wikipedia.org/wiki/Karamba_Diaby,Senegal,Senegal,18.3
Karel Domin,2242713.0,0.0,Karel Domin,wikitext,en,en,ltr,2024-10-05T14:23:58Z,1233866042,3386.0,10130033.0,https://en.wikipedia.org/wiki/Karel_Domin,https://en.wikipedia.org/w/index.php?title=Karel_Domin&action=edit,https://en.wikipedia.org/wiki/Karel_Domin,,,,,1233866042,Start,https://en.wikipedia.org/wiki/Karel_Domin,Czechia,Czechia,10.9
Karel Havlík,69404008.0,0.0,Karel Havlík,wikitext,en,en,ltr,2024-09-27T02:33:42Z,1100828466,1769.0,69404229.0,https://en.wikipedia.org/wiki/Karel_Havl%C3%ADk,https://en.wikipedia.org/w/index.php?title=Karel_Havl%C3%ADk&action=edit,https://en.wikipedia.org/wiki/Karel_Havl%C3%ADk,,,,,1100828466,Stub,https://en.wikipedia.org/wiki/Karel_Havlík,Czechia,Czechia,10.9
Karel Sladkovský,74484820.0,0.0,Karel Sladkovský,wikitext,en,en,ltr,2024-10-11T00:30:42Z,1217162203,5748.0,75385295.0,https://en.wikipedia.org/wiki/Karel_Sladkovsk%C3%BD,https://en.wikipedia.org/w/index.php?title=Karel_Sladkovsk%C3%BD&action=edit,https://en.wikipedia.org/wiki/Karel_Sladkovsk%C3%BD,,,,,1217162203,Start,https://en.wikipedia.org/wiki/Karel_Sladkovský,Czechia,Czechia,10.9
Karel Štogl,54607883.0,0.0,Karel Štogl,wikitext,en,en,ltr,2024-10-05T14:38:27Z,1139514275,4821.0,54646248.0,https://en.wikipedia.org/wiki/Karel_%C5%A0togl,https://en.wikipedia.org/w/index.php?title=Karel_%C5%A0togl&action=edit,https://en.wikipedia.org/wiki/Karel_%C5%A0togl,,,,,1139514275,Start,https://en.wikipedia.org/wiki/Karel_Štogl,Czechia,Czechia,10.9
Karen Sargsyan (sociologist),74152574.0,0.0,Karen Sargsyan (sociologist),wikitext,en,en,ltr,2024-10-11T00:30:40Z,1217803359,7610.0,74152591.0,https://en.wikipedia.org/wiki/Karen_Sargsyan_(sociologist),https://en.wikipedia.org/w/index.php?title=Karen_Sargsyan_(sociologist)&action=edit,https://en.wikipedia.org/wiki/Karen_Sargsyan_(sociologist),,,,,1217803359,Start,https://en.wikipedia.org/wiki/Karen_Sargsyan_(sociologist),Armenia,Armenia,3.0
Karim Bangoura,29804542.0,0.0,Karim Bangoura,wikitext,en,en,ltr,2024-10-11T23:43:25Z,1178323740,2016.0,29818226.0,https://en.wikipedia.org/wiki/Karim_Bangoura,https://en.wikipedia.org/w/index.php?title=Karim_Bangoura&action=edit,https://en.wikipedia.org/wiki/Karim_Bangoura,,,,,1178323740,Stub,https://en.wikipedia.org/wiki/Karim_Bangoura,Guinea,Guinea,14.2
Karim Bibi Triki,71936426.0,0.0,Karim Bibi Triki,wikitext,en,en,ltr,2024-10-11T00:30:24Z,1213794210,4336.0,71997008.0,https://en.wikipedia.org/wiki/Karim_Bibi_Triki,https://en.wikipedia.org/w/index.php?title=Karim_Bibi_Triki&action=edit,https://en.wikipedia.org/wiki/Karim_Bibi_Triki,,,,,1213794210,Start,https://en.wikipedia.org/wiki/Karim_Bibi_Triki,Algeria,Algeria,46.8
Karim Kamalov,65356633.0,0.0,Karim Kamalov,wikitext,en,en,ltr,2024-09-27T02:26:57Z,1247703243,5300.0,65356961.0,https://en.wikipedia.org/wiki/Karim_Kamalov,https://en.wikipedia.org/w/index.php?title=Karim_Kamalov&action=edit,https://en.wikipedia.org/wiki/Karim_Kamalov,,,,,1247703243,Start,https://en.wikipedia.org/wiki/Karim_Kamalov,Uzbekistan,Uzbekistan,36.4
Karim Meckassoua,58772649.0,0.0,Karim Meckassoua,wikitext,en,en,ltr,2024-10-05T14:39:36Z,1224144854,4320.0,59173071.0,https://en.wikipedia.org/wiki/Karim_Meckassoua,https://en.wikipedia.org/w/index.php?title=Karim_Meckassoua&action=edit,https://en.wikipedia.org/wiki/Karim_Meckassoua,,,,,1224144854,Stub,https://en.wikipedia.org/wiki/Karim_Meckassoua,Central African Republic,Central African Republic,6.2
Karl August Ramsay,20345752.0,0.0,Karl August Ramsay,wikitext,en,en,ltr,2024-09-27T00:45:22Z,1230788776,1078.0,20348220.0,https://en.wikipedia.org/wiki/Karl_August_Ramsay,https://en.wikipedia.org/w/index.php?title=Karl_August_Ramsay&action=edit,https://en.wikipedia.org/wiki/Karl_August_Ramsay,,,,,1230788776,Stub,https://en.wikipedia.org/wiki/Karl_August_Ramsay,Finland,Finland,5.6
Karl Freiherr von Vogelsang,4999454.0,0.0,Karl Freiherr von Vogelsang,wikitext,en,en,ltr,2024-10-11T00:18:58Z,1231556362,5437.0,6432636.0,https://en.wikipedia.org/wiki/Karl_Freiherr_von_Vogelsang,https://en.wikipedia.org/w/index.php?title=Karl_Freiherr_von_Vogelsang&action=edit,https://en.wikipedia.org/wiki/Karl_Freiherr_von_Vogelsang,,,,,1231556362,Start,https://en.wikipedia.org/wiki/Karl_Freiherr_von_Vogelsang,Austria,Austria,9.2
Karl Gustaf Scherman,38134911.0,0.0,Karl Gustaf Scherman,wikitext,en,en,ltr,2024-10-05T14:34:21Z,1149882720,1895.0,38139809.0,https://en.wikipedia.org/wiki/Karl_Gustaf_Scherman,https://en.wikipedia.org/w/index.php?title=Karl_Gustaf_Scherman&action=edit,https://en.wikipedia.org/wiki/Karl_Gustaf_Scherman,,,,,1149882720,Stub,https://en.wikipedia.org/wiki/Karl_Gustaf_Scherman,Sweden,Sweden,10.5
Karl Ledderhose,73363852.0,0.0,Karl Ledderhose,wikitext,en,en,ltr,2024-10-11T00:30:35Z,1240898056,42375.0,73475197.0,https://en.wikipedia.org/wiki/Karl_Ledderhose,https://en.wikipedia.org/w/index.php?title=Karl_Ledderhose&action=edit,https://en.wikipedia.org/wiki/Karl_Ledderhose,,,,,1240898056,GA,https://en.wikipedia.org/wiki/Karl_Ledderhose,Germany,Germany,84.9
Karl Lütgendorf,44960359.0,0.0,Karl Lütgendorf,wikitext,en,en,ltr,2024-09-27T01:51:58Z,1231556108,1172.0,44964280.0,https://en.wikipedia.org/wiki/Karl_L%C3%BCtgendorf,https://en.wikipedia.org/w/index.php?title=Karl_L%C3%BCtgendorf&action=edit,https://en.wikipedia.org/wiki/Karl_L%C3%BCtgendorf,,,,,1231556108,Stub,https://en.wikipedia.org/wiki/Karl_Lütgendorf,Austria,Austria,9.2
Karl Otto Hunziker,18982430.0,0.0,Karl Otto Hunziker,wikitext,en,en,ltr,2024-09-22T17:49:18Z,1133272037,6158.0,18982538.0,https://en.wikipedia.org/wiki/Karl_Otto_Hunziker,https://en.wikipedia.org/w/index.php?title=Karl_Otto_Hunziker&action=edit,https://en.wikipedia.org/wiki/Karl_Otto_Hunziker,,,,,1133272037,Start,https://en.wikipedia.org/wiki/Karl_Otto_Hunziker,Switzerland,Switzerland,8.8
Karl Schmitzer,50536736.0,0.0,Karl Schmitzer,wikitext,en,en,ltr,2024-09-27T02:00:59Z,1215186109,566.0,50536740.0,https://en.wikipedia.org/wiki/Karl_Schmitzer,https://en.wikipedia.org/w/index.php?title=Karl_Schmitzer&action=edit,https://en.wikipedia.org/wiki/Karl_Schmitzer,,,,,1215186109,Stub,https://en.wikipedia.org/wiki/Karl_Schmitzer,Austria,Austria,9.2
Karl Theodor Bayrhoffer,5173010.0,0.0,Karl Theodor Bayrhoffer,wikitext,en,en,ltr,2024-10-11T11:51:35Z,1137678089,8719.0,10666541.0,https://en.wikipedia.org/wiki/Karl_Theodor_Bayrhoffer,https://en.wikipedia.org/w/index.php?title=Karl_Theodor_Bayrhoffer&action=edit,https://en.wikipedia.org/wiki/Karl_Theodor_Bayrhoffer,,,,,1137678089,C,https://en.wikipedia.org/wiki/Karl_Theodor_Bayrhoffer,Germany,Germany,84.9
Karl the Deaf,8435969.0,0.0,Karl the Deaf,wikitext,en,en,ltr,2024-10-11T00:19:55Z,1249343112,2644.0,10478500.0,https://en.wikipedia.org/wiki/Karl_the_Deaf,https://en.wikipedia.org/w/index.php?title=Karl_the_Deaf&action=edit,https://en.wikipedia.org/wiki/Karl_the_Deaf,,,,,1249343112,Stub,https://en.wikipedia.org/wiki/Karl_the_Deaf,Sweden,Sweden,10.5
Karl von Starck,28959366.0,0.0,Karl von Starck,wikitext,en,en,ltr,2024-09-27T01:11:43Z,1236241537,607.0,36441371.0,https://en.wikipedia.org/wiki/Karl_von_Starck,https://en.wikipedia.org/w/index.php?title=Karl_von_Starck&action=edit,https://en.wikipedia.org/wiki/Karl_von_Starck,,,,,1236241537,Stub,https://en.wikipedia.org/wiki/Karl_von_Starck,Germany,Germany,84.9
Karl von Zinzendorf,28341664.0,0.0,Karl von Zinzendorf,wikitext,en,en,ltr,2024-10-11T16:51:26Z,1240906258,5696.0,54740040.0,https://en.wikipedia.org/wiki/Karl_von_Zinzendorf,https://en.wikipedia.org/w/index.php?title=Karl_von_Zinzendorf&action=edit,https://en.wikipedia.org/wiki/Karl_von_Zinzendorf,,,,,1240906258,Start,https://en.wikipedia.org/wiki/Karl_von_Zinzendorf,Austria,Austria,9.2
Karma Donnen Wangdi,59066433.0,0.0,Karma Donnen Wangdi,wikitext,en,en,ltr,2024-10-09T03:23:20Z,1150559998,5387.0,59067126.0,https://en.wikipedia.org/wiki/Karma_Donnen_Wangdi,https://en.wikipedia.org/w/index.php?title=Karma_Donnen_Wangdi&action=edit,https://en.wikipedia.org/wiki/Karma_Donnen_Wangdi,,,,,1150559998,Start,https://en.wikipedia.org/wiki/Karma_Donnen_Wangdi,Bhutan,Bhutan,0.8
Karma Rangdol,47151609.0,0.0,Karma Rangdol,wikitext,en,en,ltr,2024-09-21T14:22:14Z,1140545677,1866.0,47465533.0,https://en.wikipedia.org/wiki/Karma_Rangdol,https://en.wikipedia.org/w/index.php?title=Karma_Rangdol&action=edit,https://en.wikipedia.org/wiki/Karma_Rangdol,,,,,1140545677,Stub,https://en.wikipedia.org/wiki/Karma_Rangdol,Bhutan,Bhutan,0.8
Karol Dembovský,74827553.0,0.0,Karol Dembovský,wikitext,en,en,ltr,2024-10-05T14:43:35Z,1176694907,3438.0,74840632.0,https://en.wikipedia.org/wiki/Karol_Dembovsk%C3%BD,https://en.wikipedia.org/w/index.php?title=Karol_Dembovsk%C3%BD&action=edit,https://en.wikipedia.org/wiki/Karol_Dembovsk%C3%BD,,,,,1176694907,Start,https://en.wikipedia.org/wiki/Karol_Dembovský,Slovakia,Slovakia,5.4
Karol Dominik Przezdziecki,12147930.0,0.0,Karol Dominik Przezdziecki,wikitext,en,en,ltr,2024-09-13T14:50:13Z,1226787011,1168.0,21062627.0,https://en.wikipedia.org/wiki/Karol_Dominik_Przezdziecki,https://en.wikipedia.org/w/index.php?title=Karol_Dominik_Przezdziecki&action=edit,https://en.wikipedia.org/wiki/Karol_Dominik_Przezdziecki,,,,,1226787011,Stub,https://en.wikipedia.org/wiki/Karol_Dominik_Przezdziecki,Poland,Poland,37.7
Karol Kniaziewicz,1903353.0,0.0,Karol Kniaziewicz,wikitext,en,en,ltr,2024-09-15T12:32:51Z,1231552107,3269.0,7478079.0,https://en.wikipedia.org/wiki/Karol_Kniaziewicz,https://en.wikipedia.org/w/index.php?title=Karol_Kniaziewicz&action=edit,https://en.wikipedia.org/wiki/Karol_Kniaziewicz,,,,,1231552107,Start,https://en.wikipedia.org/wiki/Karol_Kniaziewicz,Poland,Poland,37.7
Karol Kuryluk,23020394.0,0.0,Karol Kuryluk,wikitext,en,en,ltr,2024-10-11T16:51:25Z,1200105875,13009.0,31041031.0,https://en.wikipedia.org/wiki/Karol_Kuryluk,https://en.wikipedia.org/w/index.php?title=Karol_Kuryluk&action=edit,https://en.wikipedia.org/wiki/Karol_Kuryluk,,,,,1200105875,B,https://en.wikipedia.org/wiki/Karol_Kuryluk,Poland,Poland,37.7
Karol Libelt,1276977.0,0.0,Karol Libelt,wikitext,en,en,ltr,2024-10-11T14:21:54Z,1232447072,4088.0,10666669.0,https://en.wikipedia.org/wiki/Karol_Libelt,https://en.wikipedia.org/w/index.php?title=Karol_Libelt&action=edit,https://en.wikipedia.org/wiki/Karol_Libelt,,,,,1232447072,Start,https://en.wikipedia.org/wiki/Karol_Libelt,Poland,Poland,37.7
Karubanga Jacob,72089185.0,0.0,Karubanga Jacob,wikitext,en,en,ltr,2024-10-02T23:38:49Z,1234106478,3359.0,72089442.0,https://en.wikipedia.org/wiki/Karubanga_Jacob,https://en.wikipedia.org/w/index.php?title=Karubanga_Jacob&action=edit,https://en.wikipedia.org/wiki/Karubanga_Jacob,,,,,1234106478,Start,https://en.wikipedia.org/wiki/Karubanga_Jacob,Uganda,Uganda,48.6
Kasidej Chutimant,73866373.0,0.0,Kasidej Chutimant,wikitext,en,en,ltr,2024-10-11T00:30:37Z,1223927680,12875.0,73874339.0,https://en.wikipedia.org/wiki/Kasidej_Chutimant,https://en.wikipedia.org/w/index.php?title=Kasidej_Chutimant&action=edit,https://en.wikipedia.org/wiki/Kasidej_Chutimant,,,,,1223927680,C,https://en.wikipedia.org/wiki/Kasidej_Chutimant,Thailand,Thailand,66.0
Kasongo Munganga,53837420.0,0.0,Kasongo Munganga,wikitext,en,en,ltr,2024-10-05T14:38:15Z,1221395785,10773.0,53876209.0,https://en.wikipedia.org/wiki/Kasongo_Munganga,https://en.wikipedia.org/w/index.php?title=Kasongo_Munganga&action=edit,https://en.wikipedia.org/wiki/Kasongo_Munganga,,,,,1221395785,C,https://en.wikipedia.org/wiki/Kasongo_Munganga,Congo DR,Congo DR,102.3
Kassim Mwamzandi,41373947.0,0.0,Kassim Mwamzandi,wikitext,en,en,ltr,2024-10-10T12:50:45Z,1250441847,2092.0,41376348.0,https://en.wikipedia.org/wiki/Kassim_Mwamzandi,https://en.wikipedia.org/w/index.php?title=Kassim_Mwamzandi&action=edit,https://en.wikipedia.org/wiki/Kassim_Mwamzandi,,,,,1250441847,Stub,https://en.wikipedia.org/wiki/Kassim_Mwamzandi,Kenya,Kenya,55.1
Kassim Rimawi,26860568.0,0.0,Kassim Rimawi,wikitext,en,en,ltr,2024-10-11T00:23:24Z,1245154719,3774.0,27245180.0,https://en.wikipedia.org/wiki/Kassim_Rimawi,https://en.wikipedia.org/w/index.php?title=Kassim_Rimawi&action=edit,https://en.wikipedia.org/wiki/Kassim_Rimawi,,,,,1245154719,Start,https://en.wikipedia.org/wiki/Kassim_Rimawi,Palestinian Territory,Palestinian Territory,5.5
Kastriot Berissa,52237560.0,0.0,Kastriot Berissa,wikitext,en,en,ltr,2024-10-11T00:27:37Z,1244463139,7665.0,52283699.0,https://en.wikipedia.org/wiki/Kastriot_Berissa,https://en.wikipedia.org/w/index.php?title=Kastriot_Berissa&action=edit,https://en.wikipedia.org/wiki/Kastriot_Berissa,,,,,1244463139,Start,https://en.wikipedia.org/wiki/Kastriot_Berissa,Albania,Albania,2.7
Kasymguly Babaýew,40351295.0,0.0,Kasymguly Babaýew,wikitext,en,en,ltr,2024-10-11T00:25:53Z,1194339647,8941.0,46277393.0,https://en.wikipedia.org/wiki/Kasymguly_Baba%C3%BDew,https://en.wikipedia.org/w/index.php?title=Kasymguly_Baba%C3%BDew&action=edit,https://en.wikipedia.org/wiki/Kasymguly_Baba%C3%BDew,,,,,1194339647,C,https://en.wikipedia.org/wiki/Kasymguly_Babaýew,Turkmenistan,Turkmenistan,7.1
Kata Pejnović,55837459.0,0.0,Kata Pejnović,wikitext,en,en,ltr,2024-10-11T00:28:02Z,1186773296,4070.0,55837461.0,https://en.wikipedia.org/wiki/Kata_Pejnovi%C4%87,https://en.wikipedia.org/w/index.php?title=Kata_Pejnovi%C4%87&action=edit,https://en.wikipedia.org/wiki/Kata_Pejnovi%C4%87,,,,,1186773296,Start,https://en.wikipedia.org/wiki/Kata_Pejnović,Croatia,Croatia,3.8
Katherine Clerides,72748091.0,0.0,Katherine Clerides,wikitext,en,en,ltr,2024-10-11T00:30:30Z,1247374009,13300.0,72767969.0,https://en.wikipedia.org/wiki/Katherine_Clerides,https://en.wikipedia.org/w/index.php?title=Katherine_Clerides&action=edit,https://en.wikipedia.org/wiki/Katherine_Clerides,,,,,1247374009,C,https://en.wikipedia.org/wiki/Katherine_Clerides,Cyprus,Cyprus,1.3
Kathuri Murungi,75397580.0,0.0,Kathuri Murungi,wikitext,en,en,ltr,2024-09-27T02:42:30Z,1246062159,3077.0,75398723.0,https://en.wikipedia.org/wiki/Kathuri_Murungi,https://en.wikipedia.org/w/index.php?title=Kathuri_Murungi&action=edit,https://en.wikipedia.org/wiki/Kathuri_Murungi,,,,,1246062159,Start,https://en.wikipedia.org/wiki/Kathuri_Murungi,Kenya,Kenya,55.1
Katsu Kaishū,315852.0,0.0,Katsu Kaishū,wikitext,en,en,ltr,2024-10-11T00:16:21Z,1235728685,11287.0,3545507.0,https://en.wikipedia.org/wiki/Katsu_Kaish%C5%AB,https://en.wikipedia.org/w/index.php?title=Katsu_Kaish%C5%AB&action=edit,https://en.wikipedia.org/wiki/Katsu_Kaish%C5%AB,,,,,1235728685,C,https://en.wikipedia.org/wiki/Katsu_Kaishū,Japan,Japan,124.5
Katsumi Yamauchi,39561266.0,0.0,Katsumi Yamauchi,wikitext,en,en,ltr,2024-10-11T00:25:44Z,1052003178,761.0,41480063.0,https://en.wikipedia.org/wiki/Katsumi_Yamauchi,https://en.wikipedia.org/w/index.php?title=Katsumi_Yamauchi&action=edit,https://en.wikipedia.org/wiki/Katsumi_Yamauchi,,,,,1052003178,Stub,https://en.wikipedia.org/wiki/Katsumi_Yamauchi,Japan,Japan,124.5
Katsutoshi Kaneda,53084650.0,0.0,Katsutoshi Kaneda,wikitext,en,en,ltr,2024-10-11T00:27:42Z,1227857563,1744.0,53209816.0,https://en.wikipedia.org/wiki/Katsutoshi_Kaneda,https://en.wikipedia.org/w/index.php?title=Katsutoshi_Kaneda&action=edit,https://en.wikipedia.org/wiki/Katsutoshi_Kaneda,,,,,1227857563,Stub,https://en.wikipedia.org/wiki/Katsutoshi_Kaneda,Japan,Japan,124.5
Kayode Ajulo,68147935.0,0.0,Kayode Ajulo,wikitext,en,en,ltr,2024-10-10T12:51:33Z,1250441949,7977.0,68147994.0,https://en.wikipedia.org/wiki/Kayode_Ajulo,https://en.wikipedia.org/w/index.php?title=Kayode_Ajulo&action=edit,https://en.wikipedia.org/wiki/Kayode_Ajulo,,,,,1250441949,C,https://en.wikipedia.org/wiki/Kayode_Ajulo,Nigeria,Nigeria,223.8
Kayode Otitoju,36470057.0,0.0,Kayode Otitoju,wikitext,en,en,ltr,2024-10-11T09:15:17Z,1250590195,4094.0,36626989.0,https://en.wikipedia.org/wiki/Kayode_Otitoju,https://en.wikipedia.org/w/index.php?title=Kayode_Otitoju&action=edit,https://en.wikipedia.org/wiki/Kayode_Otitoju,,,,,1250590195,Start,https://en.wikipedia.org/wiki/Kayode_Otitoju,Nigeria,Nigeria,223.8
Kayssar Moawad,57264513.0,0.0,Kayssar Moawad,wikitext,en,en,ltr,2024-09-27T02:13:18Z,972676618,1724.0,57563873.0,https://en.wikipedia.org/wiki/Kayssar_Moawad,https://en.wikipedia.org/w/index.php?title=Kayssar_Moawad&action=edit,https://en.wikipedia.org/wiki/Kayssar_Moawad,,,,,972676618,Stub,https://en.wikipedia.org/wiki/Kayssar_Moawad,Lebanon,Lebanon,5.4
Kazem Khavazi,70363262.0,0.0,Kazem Khavazi,wikitext,en,en,ltr,2024-09-27T02:35:00Z,1242362206,2704.0,70363343.0,https://en.wikipedia.org/wiki/Kazem_Khavazi,https://en.wikipedia.org/w/index.php?title=Kazem_Khavazi&action=edit,https://en.wikipedia.org/wiki/Kazem_Khavazi,,,,,1242362206,Stub,https://en.wikipedia.org/wiki/Kazem_Khavazi,Iran,Iran,89.2
Kazi Abdul Kader,59831302.0,0.0,Kazi Abdul Kader,wikitext,en,en,ltr,2024-10-11T00:28:35Z,1245483033,5622.0,59831687.0,https://en.wikipedia.org/wiki/Kazi_Abdul_Kader,https://en.wikipedia.org/w/index.php?title=Kazi_Abdul_Kader&action=edit,https://en.wikipedia.org/wiki/Kazi_Abdul_Kader,,,,,1245483033,Start,https://en.wikipedia.org/wiki/Kazi_Abdul_Kader,Pakistan,Pakistan,240.5
Kazi Abdus Shahid Lal,76091522.0,0.0,Kazi Abdus Shahid Lal,wikitext,en,en,ltr,2024-08-23T10:50:34Z,1237261507,8411.0,76092237.0,https://en.wikipedia.org/wiki/Kazi_Abdus_Shahid_Lal,https://en.wikipedia.org/w/index.php?title=Kazi_Abdus_Shahid_Lal&action=edit,https://en.wikipedia.org/wiki/Kazi_Abdus_Shahid_Lal,,,,,1237261507,Start,https://en.wikipedia.org/wiki/Kazi_Abdus_Shahid_Lal,Bangladesh,Bangladesh,173.5
